Environment_Mat1,Environment_Mat2,Environment_Mat3,Environment_Mat4,Environment_Mat5,Environment_Mat6,Environment_Mat7,Environment_Mat8,Environment_Mat9,Environment_Mat10,Environment_Mat11,Environment_Mat12,Environment_Mat13,Environment_Mat14,Environment_Mat15,Environment_Mat16
filename,# of obs,obs start,obs end,mean cond,std cond,mean LeafT,std LeafT,mean AirT,std AirT,mean PARi,std PARi,mean VPDL,std VPDL,mean RH_S,std RH_S
ACI_curve10_10172012-tnf-tr9-aci-b2.csv,9,63,71,0.0271555555555556,0.00101994008538628,32.8777777777778,0.210699891894715,30.4711111111111,0.0671648055986991,1499.77777777778,0.666666666666667,2.70111111111111,0.0183333333333333,52.9266666666667,1.02481705684478
ACI_curve10_11252012-tnf-tr9-curves-b2_2.csv,15,1,15,0.0425133333333333,0.00308101714806436,32.744,0.39001465173943,30.5113333333333,0.0390725820322467,2000.2,0.560611910581388,3.54533333333333,0.106426813663976,32.7333333333333,0.240109102185612
ACI_curve10_11262012-tnf-tr9-curves-hux1.csv,13,59,71,0.0323384615384615,0.000688644152832774,31.5492307692308,0.130923739791627,30.4676923076923,0.0339494344954977,1999.76923076923,0.832050294337844,2.98,0.0772442015083764,38.25,1.0762976663854
ACI_curve10_11292012-tnf-tr504-curves-hux1_2.csv,15,1,15,0.0355333333333333,0.00399082280572148,40.486,0.0485209822065234,43.164,0.0112122382116286,2000.2,0.861891607371335,6.31066666666667,0.10852693323823,14.8226666666667,1.07155072319557
ACI_curve11_10182012-tnf-tr500-sun-aci-b2.csv,13,3,15,0.00487461538461539,0.000654861504246195,32.4892307692308,0.138651934621767,30.2453846153846,0.0180810142669902,1499.84615384615,0.688737231721194,2.47384615384615,0.0539349085377398,56.3723076923077,0.758080403015338
ACI_curve12_10182012-tnf-tr500-sun-aci-hux1.csv,13,3,15,0.00444615384615385,0.000438986303156459,31.1592307692308,0.0485560738496462,30.3061538461538,0.0218091958962508,1500,0.577350269189626,2.20923076923077,0.0325221817793995,54.0769230769231,0.864767643314132
ACI_curve1_08212013_tnf_tr500_curves.csv,16,63,78,0.01854375,0.00366914499577218,30.389375,0.0518290459105706,29.635625,0.0145916642870734,2000.1875,0.403112887414928,2.345625,0.0167207455974108,48.20125,0.155558134899249
ACI_curve1_08262013-tnf-tr500-hux1.csv,14,4,17,0.01353,0.00456793338224359,30.2128571428571,0.0258482469063541,29.6335714285714,0.0127744594087888,2000.64285714286,0.497245158098847,2.07857142857143,0.0156190922897601,53.53,0.405728215207403
ACI_curve1_08272012_tnf_tr500_curves.csv,12,1,12,0.0548833333333333,0.0197068439119433,30.495,0.169088465280483,30.1391666666667,0.0347610893576907,999.25,0.452267016866645,3.16,0.106600358177805,28.4991666666667,1.63852737837882
ACI_curve1_08272013-tnf-hux1.csv,17,1,17,0.193352941176471,0.0238588064885657,30.0247058823529,0.108979220901213,29.5529411764706,0.00685994340569996,2000.17647058824,0.951005659660279,2.24470588235294,0.0751762634628464,48.6835294117647,1.2538687190874
ACI_curve1_08292012-tnf-tr9-sun-aci.csv,11,2,12,0.0657181818181818,0.00339494276293966,29.8918181818182,0.0897572483778533,29.9527272727273,0.0127207775634264,999.272727272727,0.467099366496914,2.37909090909091,0.0234326889001436,43.6654545454545,0.479403037878644
ACI_curve1_08292013-tnf-tr232-hux1.csv,11,3,16,0.0570272727272727,0.013479472609052,29.6545454545455,0.0662364909039778,29.3954545454545,0.022074254852038,2000,0.632455532033676,1.88181818181818,0.0509545251804355,55.7609090909091,0.97861590571025
ACI_curve1_08302012-tnf-tr118-dappled-aci.csv,15,2,16,0.050966,0.0157588677076931,29.958,0.241074973518909,29.94,0.0646970964241388,1000,0.845154254728517,2.31133333333333,0.0796300972054686,45.6526666666667,1.09398006423901
ACI_curve1_09042012-tnf-tr11-sun-aci.csv,14,4,18,0.0271928571428571,0.00564561971602959,30.7828571428571,0.138532338431172,28.275,0.716720630049436,1499.71428571429,0.726273039202563,3.31642857142857,0.0297701819991706,29.5342857142857,0.812694608984535
